last_name,first_name,street,street_number,occupation,section,honorific,additional_notes
Petitjean,A.,Metzgergasse,16,Coiffeur,,,auch Kramgasse 48
Petitpierre,T.,Aeussere Bollwerk,15,gewerblicher Uhrenmacher,,,
Petri,Chr. Rucl.,Kramgasse,82,Goldschmied,,,
Petri,Emilie,Schwarzthorstrasse,55 a,,Mattenhof,,Privat.
Petri,Fritz,Reichenbachstrasse,1,Zimmermann,,,
Petri,Gottl. Aug.,Reichenbachstrasse,4,Zimmermeister,Ausser Enge,,Sohn
Petri,Jos. Aug.,Reichenbachstrasse,4,Zimmermeister,Ausser Enge,,Vater
Petri,Lor.,Wylerstrasse,41,Maschinenmeister,,,
Petri,Rosa,Schwarzthorstrasse,55 a,Lehrerin der Mädch.-Sekundarschule,Mattenhof,,
Petter,A.,Altenbergstrasse,5,Privatier,,,
Petter,K.,Belpstrasse,24,Sattler und Wagenbauer,Mattenhof,,
Petter,Marie,Altenbergstrasse,5,Ladengehilfin,,,
Peyer,Emma Bertha,Weissensteinstrasse,29,Bureauangestellte,,,Frl.
Peyer,Heil.,Kramgasse,18,Schneider,,,
Peyer,Ida,Schauplatzgasse,39,,,,Wwe. des Zahnarztes
Peyer,Jak.,Archivstrasse,12,Wagenvisiteur,Kirchenfeld,,gew.
Peyer,Joh. Casp. Bernh.,Schwalbenweg,14,Buchbinder,Länggasse,,
Peyer,.Toll.,Weissensteinstrasse,29,Schneiderin,Weissenbühl,,
Peyer,Sus. Elisab.,Weissensteinstrasse,29,Bureauangestellte,Weissenbühl,,Frl.
Koth,A.,Zeughausgasse,13 a,Handlung mit Mühlenbestandteilen,,,Filiale/Länggasse: Erlachstrasse 22
Wyttenbach,A. E. C.,Junkerngasse,45,,,,Wwe.; ehem. von Peyer im Hof
Peytrignet,Marc-Louis,Jägerweg,10,Postangestellter,Breitenrain,,
Pezolt,Ernst,Marzilistrasse,22 c,Sekretär beim eidg. Justizdepartement,,,
Pezolt,Otto,Marzilistrasse,22 c,Angestellter,,,
Pezolt,Theodor,Marzilistrasse,22 c,Notar; Angestellter der Steuerverwaltung,,,
Pezolt,Wilhelmine,Kramgasse,74,Modistin,,, verbunden mit Marzilistrasse 22c
Pfäffli,Fr.,Laupenstrasse,13,Schuhmacher,,,
Pfäffli,Fr.,Breitfeldstrasse,53,Weber,Wyler,,
Pfäffli,Joh.,Ahornweg,5,Bahnangestellter,Länggasse,,
Pfäffli,Rosa,Laupenstrasse,13,Lingfere,,,Frau
Pfäffli,Rud. G.,Jurastrasse,37,Maurer,Lorraine,,
Pfäffli,Rud.,Ahornweg,5,Postcommis,Länggasse,,
Pfänder,A.,Neuengasse,23,Arzt,,Dr. med.,
Carey-Bay,M.,Kramgasse,74,Lingerie- u. Broderiehandlung,,Frau,
Carini,Ant. L.,Schwanengasse,6,Assistent am Serum-Institut,,Dr. med.,
Carnal-Scliaffter,Lse. Ilenr.,Könizstrasse,55,Privatiere,,Wwe.,
Carriere,Henri,Schanzeneckstrasse,15,Adjunkt des Schweiz. Gesundheitsamtes,Längg.,Dr. med.,
Cartereau,George,Murtenstrasse,28,Zuschneider,Linde,,"Cartonfabrik Bern, Deisswyl b. Stettlen 1442"
Cäsar,Paul.,Kesslerg.,42,Klavierlehrerin,,,
Caspari,C. Ferd.,Helvetiastrasse,19,Handelsrepräsentant,Kirchenfeld,,
Caspari Freres,,Bärenplatz,21,Agent.-u. Kommissionsgeschäft,,,
Casserini,Ed.,Frohbergweg,10,Briefkastenleerer,Länggasse,,
Anderegg,,Junkerng.,7,,,Wwe.,
Castan,Mor.,Waldhöheweg,13,"Oberstlieut, Instruktor I. Kl.",Spitalacker,,
Casty,Jakob,Brunnhofweg,21,Bauführer,Mattenhof,,
Casut,Peter,Miinzgraben,7,Schreiner,,,
Canderay,J. Henri Auguste,Papiermühlestrasse,13,Bereiter,,,
Casstela,Sal. Frz. Paul,Lorrainestrasse,32,Klavierlehrer,,,
Cauderay,L. A. J.,Gesellschaftsstrasse,19 a,Angest. des eidg. topograph. Bureau,Längg.,,
Cavelti-Roth,Magd.,Metzgerg.,26,,,Wwe.,
Centralbazar (F. Graf),,Waisenhauspl.,18,,,,
Ceresoie,E.,Falkenhöheweg,18,Sekretär d. eidg. Versicherungsamtes,Längg.,Dr.,750
Cerini,V.,Gewerbestrasse,18 a,Baumeister,Längg.,,
Merz,A.,Gewerhestrasse,18 a,Baumeister,Länggasse,,
de Cerjat,II.,Alpeneckstrasse,14,Oberstlieut. d.Kavallerie,Längg.,,
Cerutti,Angelo,Quartiergasse,23,Büchsenmacher,Lorraine,,
Cerutti,Karl Ferd.,Quartierstrasse,23,Mechaniker,Lorraine,,
Cerutti,Ls.,Quartierg.,23,Schriftsetzer,Lorraine,,
Dreyer,Jos. Georg,Murtenstrasse,56,Wagenvisiteur,Linde,,
Dreyfuss,Jos.,Spitalackerstrasse,49,"Handelsmann, Tuch- u. Manufakturwarenhandlg.",Beundenfeld,,
Drobnicka,Jana,Stadtbachstrasse,6 a,Schuhmachermeister,,,"(Droschkenstation, Bubenbergplatz (Tramstation) 421)"
Dross,J. P. H.,Brunnhofweg,45,Bandagist,Mattenhof,,"(Drucksachenbureau d. Bundeskanzlei, Bundeshaus Westbau 1325)"
Dubach,Albrecht,Scheibenweg,25,Ziigler,Breitenrain,,
Dubach,E.,Mittelstrasse,18,Telegraphistin,Länggasse,Frl.,
Dubach,Emil,Mattenhofstr.,9,Lithograph,Mattenhof,,
Dubach,Friedr.,Hirschengraben,16 a,Möbelschreiner,,,
Dubach,Hans,Rodtmattweg,27,Maler,Wyler,,
Dubach,Joh.,Altenbergstrasse,16,Kalberhändl.,,,
Dubach,K.,Schifflaube,44,Maurer,Matte,,
Dubey,Jos. R.,Scheibenweg,23,Bereiter,Wyler,,
Düby,Ernst Heinr.,Rabbenthalstrasse,49,"Lehrer am städt. Gymnasium, Redaktor des Jahrbuches S. A. C.",,Dr. phil.,
Düby,Lina,Kramgasse,17,Bibliothekarin,,Frl.,
Dubler,Ed.,Stalden,6,Maler u. Lackierer,,,
Dubler,G.,Allmendweg,23,Spezereihändler,Wyler,,
Dubler,Gottf.,Seilerstrasse,7 a,Bahnarbeiter,Mattenhof,,
Dubler,J. F.,Muristrasse,29,Oberlehrer an d. Mattenschule,,,
Dubler,Rosa,Herrengasse,14,Trödlerin,,Frau,
Dublin,Martin,Schreinerweg,15,Spengler,Länggasse,,
Dubois,Paul,Falkenhöheweg,20,Arzt u. Privatdocent,Länggasse,Dr. med.,
Dubois,Paul Ad.,Falkenpl.,9,Sekretär der Oberpostdirektion,Gr. Schanze,,
Düby,A.,Kramgasse,47,Angestellter der Direktion des Armenwesens,,,
Düby,Alb.,Schwarzthorstrasse,51,Coiffeur (Theaterfriseur),Mattenhof,,Mattenhof (Brunnmattstr. 21)
Düby,Alfr. Ferd.,Landbausweg,11,Parketteur,Weissenbühl,,
Düby,B.,Langmauerweg,11,Bodenleger,,,
Düby,E.,Seftigenstrasse,75,Sekretär d. J. S.,,,
Käser,Emil,Belpstrasse,45,Angest. d. Spar- und Leihkasse,Mattenhof,,
Duc,Ch. Dav.,Muristrasse,17,Postangestellter,Muri,,
Duc,Const.,Postgasse,54,Tapezierer,,,Kramgasse 52
Duc,L. Emil,Holligenstrasse,24,Handelsgärtner,,,
Duc,Samuel,Marktgasse,22,Nationalratsweibel,,,Vater
Duc,Sophie,Marktgasse,22,Privatköchin,,Frau,
Ducard,E.,Junkerngasse,11,Kanzleisekretär d. Alkoholverwaltung,,,
Ducard,Karl,Gerechtigkeitsgasse,42,Revisor d. eidg. Finanzkontrolle,,,
Ducommun,Elie,Kanonenweg,12,General-Sekretär der J. S.,Grosse Schanze,,
Ducommun,Jul. E. H.,Schwarzenburgstrasse,19,Vorsteher d. Staatsapotheke,,Dr.,
Duffner,E.,Beundenfeldstrasse,46,Lehrmeister d. Spenglerei b. d. Lehrwerkstätten,Beundenfeld,,
Dufresne,Emilie,Schwarzenburgstrasse,8,Privatiere,Mattenhof,,
Duft,,Metzgergasse,14,Kleiderreinigerin,,Frau,
Balmer,G. F.,,,,Spar- und Kreditkasse der Typographia,Hr.,Präsident
Scherler,G.,,,,Spar- und Kreditkasse der Typographia,Hr.,Sekretär
Wehrli,Sam.,,,,Spar- und Kreditkasse der Typographia,Hr.,Kassier
Gfeller,Christian,,,,Steinhauer-Krankenkasse-Bruderschaft,Hr.,Präsident
Liebt,Karl,,,,Steinhauer-Krankenkasse-Bruderschaft,Hr.,Seckeimeister
Glauser,Karl,,,,Steinhauer-Krankenkasse-Bruderschaft,Hr.,Sekretär
Brückner,Ed.,,,,Studentenkrankenkasse (Staatliche),Hr. Prof. Dr.,Präsident
Girard,K.,,,Prof.,Studentenkrankenkasse (Staatliche),Hr. Dr.,Vicepräs.
Jenni,J.,,,Hochschulverwalter,Studentenkrankenkasse (Staatliche),Hr.,Kassier
Rüetschi,Max,,,cand. theol.,Studentenkrankenkasse (Staatliche),Hr.,Sekretär
Gutknecht,Friedr.,,,,Vikariatskasse der Primarlehrerschaft,Hr.,Präsident
Gründer,Magdalena,,,Lehrerin,Vikariatskasse der Primarlehrerschaft,Frl.,Vice-Präsid.
Knuchel,Friedr.,,,,Vikariatskasse der Primarlehrerschaft,Hr.,Kassier
Kurth,T.,,,,Vikariatskasse der Primarlehrerschaft,Hr.,Sekretär
Strasser,Klara,,,,Vikariatskasse der Primarlehrerschaft,Frl.,Beisitzerin
Rüfenacht,H.,,,Hauptm.,Artillerie - Offiziersverein Bern,Hr.,Präsident
Oppikofer,E.,,,Oberlieut.,Artillerie - Offiziersverein Bern,Hr.,Kassier
Dasen,II.,,,Oberlieut.,Artillerie - Offiziersverein Bern,Hr.,Sekretär
Lüthi,Karl,,,Kan.-Gefr.,Artillerie-Verein der Stadt Bern,Hr.,Präsident
Näf,Jak.,,,Fourier,Artillerie-Verein der Stadt Bern,Hr.,Vicepräsident
Lanz,Rob.,,,Kanonier,Artillerie-Verein der Stadt Bern,Hr.,I. Sekretär
Riesen,Rud.,,,Adj.-Unter-offizier,Artillerie-Verein der Stadt Bern,Hr.,Kassier
Suter,Rob.,,,Train-Korporal,Artillerie-Verein der Stadt Bern,Hr.,Schützenmeister
Bieri,Karl,,,Adj.-Unteroffizier,Artillerie-Verein der Stadt Bern,Hr.,Materialverwalter
Hahn,O.,Thormannstrasse,21,Fürsprecher,Bogenschützengesellschaft (Kirchenfeld),Hr.,Sekretär / Statthalter (Wechselt)
Schär,Joh.,,,,Feldschützengesellschaft Heiligen,Hr.,Präsident
Stacher,Rud.,,,,Feldschützengesellschaft Heiligen,Hr.,Vice-Präsident und Schützenmeister
Siegfried,Gottl.,,,,Feldschützengesellschaft Heiligen,Hr.,Kassier
Dürrenmatt,Rud.,,,,Feldschützengesellschaft Heiligen,Hr.,Sekretär
Steck,Joh.,,,,Feldschützengesellschaft Heiligen,Hr.,Beisitzer
Häderli,E.,Kesslerg.,,,Feuerwehrverein der Stadt Bern,Hr.,Präsident (Lokal: Wirtschaft Kämpfer)
Schär,H.,Kesslerg.,,,Feuerwehrverein der Stadt Bern,Hr.,Vicepräsident
Götti,E.,Kesslerg.,,,Feuerwehrverein der Stadt Bern,Hr.,Kassier
Brügger,E.,Kesslerg.,,,Feuerwehrverein der Stadt Bern,Hr.,Sekretär
Heiz,E.,Wyler,,,Flobert-Schützengesellschaft,Hr.,Präsident (Lokal: Wirtsch. z. Eintracht)
Wendel,Fr.,Wyler,,,Flobert-Schützengesellschaft,Hr.,Kassier
Buser,Theoph.,Wyler,,,Flobert-Schützengesellschaft,Hr.,Schützenmeister
Hofer,Robert,Brasserie Lorraine,,,Freischützencorps Bern,Hr.,Präsident
Bill,Gottfr.,Brasserie Lorraine,,,Freischützencorps Bern,Hr.,Schlitzenmeister
Marchand,Gustave,Brasserie Lorraine,,,Freischützencorps Bern,Hr.,Kassier
Meier,Joh.,Brasserie Lorraine,,,Freischützencorps Bern,Hr.,Sekretär
Jost,F. A.,,,Polizeiinsp.,Garantieverein des Kadettencorps der Stadt Bern (Kadettenkommission),Hr.,Präsident
Tenger,Ohr.,,,Notar,Garantieverein des Kadettencorps der Stadt Bern (Kadettenkommission),Hr.,Vicepräsident
Bochsler,O.,,,eidg. Beamt.,Garantieverein des Kadettencorps der Stadt Bern (Kadettenkommission),Hr.,Sekretär
Gruber,O.,,,Bankkassier,Garantieverein des Kadettencorps der Stadt Bern (Kadettenkommission),Hr.,Kassier
Blau,Alb.,,,Lehrer,Garantieverein des Kadettencorps der Stadt Bern (Mitglieder),Hr.,
Gassmann,J.,,,Major,Garantieverein des Kadettencorps der Stadt Bern (Mitglieder),Hr.,
Gerber,Frz.,,,Major,Garantieverein des Kadettencorps der Stadt Bern (Mitglieder),Hr.,
Moser,Wilh.,,,Major,Garantieverein des Kadettencorps der Stadt Bern (Mitglieder),Hr.,
Regli,E.,,,Arzt,Garantieverein des Kadettencorps der Stadt Bern (Mitglieder),Hr. Dr. med.,
Asyl Sulgenhof,,Scheuerrain,1,Obdachlosenheim für Frauen,,,"Anmeldung auch bei Hrn. G. Lauterburg-Jäggi, Marktgasse 9 und Scheuerrain 5"
Auber-Liithi,Lisette,Aarbergergasse,53,,,,Wwe.
Au Bon manche,,Marktgasse,52,"Mercerie-, Bonneterie- und Nouveauteshandlung",,,(Alb. Lauterburg-Käser)
Au Dock,,Zeughausgasse,20,Schuhwarenhandlung,,,(K. Hocli)
Auberson,Dav. Alb.,Hallerstrasse,20,Telegraphist,,,Länggasse
Auberson,Gust.,Freie Strasse,3,Abwart des Chemiegebäudes,,,Wohnung: Postgasse 27
Audetat-Eichenberger,Ls.,Metzgergasse,38,Lebensmittelgeschäft,,,im Keller
Audriaz,Jean,Brunngasse,48,Schriftsetzer,,,
Auer,Ils.,Seftigenstrasse,38,Architekt,,Prof.,Wabern; Bureau: Altes Bärenhöfli
Auer,Heinrich,Murtenstrasse,22,Postangestellter,Linde,,
Aufdermaur,Frz.,Laupenstrasse,25,Postcommis,,,
Aufenast,Karl,Frickstrasse,3,Handelsgärtner (Nachf. von J. Hofmann),,,Matte
Augenklinik,,Inselspital,,Augenklinik (im Inselspital),,,
Augsburger,A.,Münzgraben,9,Damenschneiderin,,,
Augsburger,Friedrich,Junkerngasse,34,Zeughaus-Angestellter,,,
Augsburger,Friedr.,Handweg,11,Magaziner,Lorraine,,
Augsburger,G.,Quartierhof,11,Bereiter,Lorraine,,
Axt,C. F. G.,Bubenbergstrasse,7,Musiker,Kirchenfeld,,
Bäcnler,Fritz,Lorrainestrasse,41,Privatier,,,
Backer-Schläfli,M. B. IL,Christoffelgasse,4,,,,"Wwe., Privatier"
Bächtold,Otto Oskar,Hallerstrasse,24,"Vertreter des Hauses ""Maggi"" in Kempthal",Länggasse,,
Bader,Ä.,Amthausgässch.,2,Schneider(in),,,
Bader,A. J.,Schifflände,16,Spenglermeister,Matte,,
Badertscher,A.,Hallerstrasse,37,Vorsteher der Knabensekundarschule,Länggasse,,
Bähnke,Max,Effingerstrasse,5,Telegraphist,Mattenhof,,
Ball,R.,Thunstrasse,8,Beamter der k. deutschen Gesandtschaft,Kircheuf.,,
Ballenegger,Fernand,Ulmenweg,13,Postcommis,Lorraine,,
Bäschlin-Züblin,H.,Nägeligasse,9,Sekretär der Evangelischen Gesellschaft,,,
Basler,Jak.,Dorngasse,8,Buchhalter,Breitenrain,,
Battaglia,Louis,Könizstrasse,61b,Nachtwächter im Bernerhof,Mattenhof,,
Baud,Ch. Jul.,Engestrasse,11,Postcommis,,,
Bauer,Alphonse,Stadtbachstrasse,78,Angestellter in Firma A. Bauer & Cie.,,,bei der Linde
Baumann,Alb.,Kramgasse,20,Wirt,,,
Baumgartner,Anna,Kramgasse,8,Hebamme,,,
Beck,A.,Erlachstrasse,26,Privatier,Länggasse,,
Förster,,,,,Präsident,Prof. Dr.,
Sidler,,,,,Mitglieder,Prof. Dr.,
Freymond,Emil,,,,Mitglieder,Prof. Dr.,
Tobler,,,,,Mitglieder,Prof. Dr.,
Landolt,.T. F.,,,Sekundarsehulinsp.,Mitglieder,Hr.,in Neuenstadt
Vollenweider,,,,Direktor des Technikums Burgdorf,,,
Germiquet,,,,Seminar-Lehrer,,Dr.,"in Pruntrut, Hochschule"
Woker,,,,,Deutsche Patent-Prüfungskommissionen,Dr.,
Haag,,,,,Deutsche Patent-Prüfungskommissionen,Dr.,
Müller-Hess,,,,,Deutsche Patent-Prüfungskommissionen,Dr.,
Ott,E.,,,Gymnasiallehrer,Für Sekundarlehrer,Prof. Dr.,Mitglied in Bern
Michaud,Eugen,,,,Für Sekundarlehrer,Prof. Dr.,Mitglied in Bern
Sutermeister,Otto,,,,Für Sekundarlehrer,Prof.,Mitglied in Bern
Kissling,Ernst,,,Sekundarlehrer,Für Sekundarlehrer,Dr.,
Sterchi,J.,,,Oberlehrer,Für Primarlehrer und Lehrerinnen,Hr.,Sekretär
Balsiger,Ed.,,,Schuldirektor,Suppleant in Bern,Hr.,
Wittwer,Fr.,,,Schulinspektor,Für Arbeitslehrerinnen / Primarschulinspektor für den V. Bez.,Hr.,Sprechstunden Dienstag und Samstag von 1—5 Uhr
Kiiffer,Anna,,,Lehrerin,Stadtbern.,Frl.,
Graf,Emma,,,Sekundarlehrerin,Stadtbern.,Frl.,
Mürset,Alfr.,,,Oberfeldarzt,Kant. Schulsynode (Präsident),Dr.,
Grünig,Joh.,,,Sekundarlehrer,Kant. Schulsynode / in Bern wohnendes Mitglied des Vorstandes,Hr.,
Lindt,Franz,,,Präsident,Prüfungskonferenz,Hr.,alt Stadtpräsident
Röthlisberger,Ernst,,,Kantonsgeometer; Prof.; Sekretär des Internat. Bureau für geistiges Eigentum,,Hr.,
Weber,Konrad,Hotelgasse,14,"Kommandant des 8., 4. und 7. Rekrutierungskreises, Oberst",Kreiskommando,Hr.,Bureau: Hotelgasse 14
Bohren,Joh. Gottl.,Hotelgasse,14,Sektionschef,Kreiskommando,Hr.,Bureau: Hotelgasse 14
Bandelier,A.,Junkerng.,47,Stadtschreiber,Stadtkanzlei,Dr.,"Erlacherhof, Junkerng. 47, Erdgeschoss"
Gauchat,L. E.,Münsterplatz,12,Civilstandsbeamter,Civilstandsamt,Hr.,
Moser,Fr.,,,Notar; Gerichtsschreiber,Amtsgerichtsschreiberei,Hr.,
Kernen,Ed.,,,Fürsprecher; Generalprokurator,Generalprokurator (Rathaus),Hr.,
Leuenberger,Rud.,,,Präsident des Obergerichts,Obergericht,Hr.,
Bützberger,Friedr.,,,Oberrichter,Aufsichtsbehörde über die Befreiungs- und Konkursämter (Präsident),,
Hirt,Nild.,,,Obergerichtsweibel,Obergericht,Hr.,
Hofstetter,Barb.,Lorrainestrasse,28,,,,Wwe.
Mawick,Frz.,Bubenberg Strasse,6,Kapellmstr. u. Cigarrenhandlung,Kirchenfeld,,
May,Jul.,Schwarzthorstrasse,61,Privatdocent f. Chemie,Mattenhof,Dr.j,s. auch Mey
A. J. C.,,Gartenstrasse,1,Privatiüre,Mattenhof,,
von Ursellen,Clara,Münzrain,3,,,,
Gust,,Kramgasse,5,Rent.,,,im Winter
Sophie,,,,,Allmendingen,,"Wwe.; Ablage für Pakete bei Bäcker Krenger, Gerechtigkeitsg. 39"
Simon,Ad.,Spitalgasse,28,Notariats- u. Sachwalterbureau,,,
Seeger,Ed.,Schänzli-strasse,25,Kaufmann,Belvoir,,
Thormann,Franz R. A.,Junkerngasse,51,Pfarrer,,,
v. Werdt,Arthur,Schwarzthorstr.,35,Prokurist der Firma Grenus & Cie,Mattenhof,,
Mayer,Ant.,Kramgasse,61,Schuhmacher u. Schuhhändler,,,(80)
Mayer,G.,Metzgergasse,67,Schuhmacher,,,
Fontaine,Marie,Könizstr.,8,,Mattenhof,,Witwe d. Äugest.d. J. S.
Mayor,J. Ls. R.,Ulmenweg,13,Beamter d. J. S.,Lorraine,,
Mayr,Frz.,Aarbergergasse,10,Buchhändler,,,
Mayser-immer,Jul.,Mattenhofstrasse,12,Prok. d. Schweiz. Vereinsbank,,,
Mazzanti,Rafael,Altenbergstrasse,134,Bildhauer,,,
Mazzoni,Alex.,Kesslergasse,27,Gipser,,,
Meer,Ad.,Herrengasse,20,Bäckermeister,,,
Meichtry,Theod.,Seftigenstr.,51,Wirt,Weissenbühl,,
Meier,Ad.,Gesellschaftsstrasse,6,Commis,Längg.,,
Meier,Alb.,Fabrikstrasse,31,Bureauangestellter,Längg.,,
Meier,Alois,Storehengässchen,2,Coiffeur,,,(Schauplatzgasse 28)
Meier,Domin.,Gerbergasse,13,Schreiner,Matte,,
Meier,Elisa,Mittelstr.,24,Angestellte der J.-S.,Längg.,Frl.,
Meier,Fritz,Schreinerweg,4,Schreiner u. Drechsler,Längg.,,
Meier,G.,Brunngasse,26,Bauamtarbeiter,,,
Meier,G. H. R.,Nordweg,2,Bahnangestellter,Lorraine,,
Meier,Hans,Brunngasse,18,Koch,,,
Meier,Jak.,Metzgergasse,56,Postpacker,,,
Meier,Jak.,Gesellschaftsstrasse,31,Angestellter der Telegraphen Direktion,Länggasse,,
Meier,Job.,Zeughausgasse,18,Kanzlist beim Oberinstruktor der Infanterie,,,
Meier,Job.,Sodw.,7,Zuschneider,Längg.,,
Meier,Joh.,Metzgergasse,28,Schneidermeister,,,
Meier,J.,Junkerngasse,28,Bauschlosserei und Kochherdfabrikation,,,
Meier,Joh. Fr.,Metzgergasse,37,Schneiderin,,,
Meier,Joh. Jak.,Turnweg,7,Mechaniker i. d. Waffenfabrik,Breitenrain,,
Meier,Jules,Aeusseres Bollwerk,19,Prokurist in Fa. von Stürler & Cie.,,,
Meier,Karl,Turnweg,39,Büchsenmacher,Breitenrain,,
Meier,M.,Hopfenweg,25,Bauunternehmer,Mattenhof,,
Meier,Kob.,Centrahveg,29,Büchsenmacher,Lorraine,,
Meier,Kosa,Kramgasse,17,Ladentochter,,,
Meier,Kud.,Gesellschaftsstrasse,35,Schuhmacher,Längg.,,
Meier,Siegfried,Mattenhofstrasse,3,Kondukteur d. S. C. B.,Mattenhof,,
Aeschlimann,Jak.,Thormannstr.,21,Abwart u. Polizist,Kirchenfeld,,
Kaiser,Maria Elisab.,Kramgasse,38,,,,Wwe.
Schwarzmann,L.,Centralweg,29,Gehilfin bei der Wertzeichen-Kontrolle der Oberpostdirektion,Lorraine,,Frau
Steiner,Anna,Zeughausgasse,1,Damenschneiderin,,,Wwe.
Meinen,Fr.,Aarbergergasse,10,Krittler,,,
Meinertzhagen,B. II.,Mittelstrasse,15,Schrifts.,Längg.,,
Meiss,H.,Gurten’gasse,3,"Auswanderungsagentur (in Zürich), Vertreter Hr. J. Hirter",,,
Meister,Alb.,Quartierhof,13,Gipser und Maler,Lorraine,,
Giesbrecht,R.,Helvetiastr.,17,Glasmaler u. Glasätzer,Kirchenfeld,,
Giesel,Jon. Jakob,Zähringerstrasse,17,Bureauangestellter,,,
Giesserei Bern,,Fabrikstrasse,6,Giesserei (Gesellsch. der Ludw. von Roll’schen Eisenwerke),Muesmatte,,Direktor: Hr. Ed. Ruprecht
Gigandet,Ch. J.,Falkenhöheweg,16,Uebersetzer d. Staatskanzlei,Länggasse,,
Giordano,Jos.,Thunstrasse,16,Gipser- und Malermstr.,Kirchenfeld,,
Giovannoni,Ant.,Quartierhof,13,Maurer,Lorraine,,
Giovannoni,Franz,Hallerstrasse,32,Gipsermeister,Länggasse,,
Gipp,L.,Schwarzthorstrasse,59,Musiker,Mattenhof,,
Giralt,Juan,Kramgasse,18,span. Weinkeller (Spitalgasse 4),,,
Girard,Arth.,Belpstrasse,59,Handelsreisender,Mattenhof,,
Gibollet,K.,Laupenstrasse,1,Oberarzt an der chirurgischen Abteilung des Inselspitals,,"Dr. med., Professor",
Girardin,Ch. Aug.,Könizstrasse,58,Angestellter,Mattenhof,,
Girardet,M.,Belpstrasse,41,Atelier f. Kunst- u. Kupferstichdruck,Mattenhof,,
Giraudi,Em.,Länggassstrasse,86 a,Gipser u. Maler; Fabrikation von Schilfbrettern,,,"Fabrikationsstätte: Stadtbach, Pavillonweg 10"
Girod,H. B.,Gesellschaftsstrasse,18 a,Revisor b. d. Oberpost-Direktion,Länggasse,,
Giroud,Anna,Inselgasse,4,Pensionshalterin,,Frau,
Giroud,Ed.,Effingerstrasse,18,Wirt z. Effingergarten,Mattenhof,,
Girsberger,J.,Zeughausgasse,24,Hemdenfabrik,,,Hemdenfabrik Standort: Unterer Beaumontweg 12
Girsberger,Karl Hans,Unterer Beaumontweg,12,Prokurist der Hemdenfabrik,,,
Schmidt,Oskar,Unterer Beaumontweg,12,Prokurist der Hemdenfabrik,,,
Girtanner-Salchli,II.,Zieglerstr.,38,"Ingenieur, Inspektor beim eidg. Eisenbahndep.",Mattenhof,,
Gischig,Adoli,Metzgergasse,16,Bierbrauer,,,
Gischig,M.,Neubriickstrasse,7,Glätterin und Feinwäscherin,,,
Gisel,J. Jak.,Zähringerstr.,17,Tarifbeamter beim Eisenbahndep.,Längg.,,
Giäiger,E.,Tannenweg,19,eidg. Beamter,Länggasse,,
Glaire,Henri,Breitfeldstrasse,58,Bereiter,Wyler,,
Glade,Joh. Karl,Marktgasse,16,Spengler,,,
Glanzmann,Rosa,Bühlstrasse,53 b,Schneiderin,Länggasse,,
Glaser,Ed.,Marktgasse,28,Spengler u. Lampist,Kirchenfeld,,Kirchenfeld-Adresse: Luisenstr. 16a
Glattfelder,Abr.,Jurastrasse,38,Schneider,Lorraine,,
Glättli,A.,Kesslerg.,42,Klaviermacher,,,
Glatz,David,Mittelstr.,8,Konditor,Längg.,,Sohn
Müller-Hess,E.,,,Direktor,,Prof. Dr.,
Woker,,,,Direktor,Historisches Seminar,Prof. Dr.,
Tobler,Gust.,,,Direktor,Historisches Seminar,Prof. Dr.,
Stein,Ludw.,,,Direktor,Philosophisches Seminar,Prof. Dr.,
Graf,H.,,,Direktor,Mathematisches Seminar,Prof. Dr.,
Huber,G.,,,Direktor,Mathematisches Seminar,Prof. Dr.,
Förster,A.,,,Direktor,Physikalisches Kabinett; Tellurisches Observatorium; Lehramtsschule (Kommission),Prof. Dr.,
Renfer,Hermann,,,Assistent,Physikalisches Kabinett,Dr.,
Scherler,Ernst,,,Abwart,Physikalisches Kabinett,Hr.,
Scheidegger,Elise,,,Assistentin,Tellurisches Observatorium,Frl.,
Friedheim,,Freie Strasse,3,Direktor,Chemisches Laboratorium - Anorganische Abteilung,Prof. Dr.,
Mai,Jul.,Freie Strasse,3,1. Assistent,Chemisches Laboratorium - Anorganische Abteilung,Dr.,
Melcher,Max,Freie Strasse,3,2. Assistent,Chemisches Laboratorium - Anorganische Abteilung,,
Samelson,Mina,Freie Strasse,3,3. Assistentin,Chemisches Laboratorium - Anorganische Abteilung,Frl.,
Beyeler,Friedr.,Freie Strasse,3,Abwart,Chemisches Laboratorium - Anorganische Abteilung,Hr.,
Gerber,Hans,Freie Strasse,3,Hilfsabwart,Chemisches Laboratorium - Anorganische Abteilung,Hr.,
v. Kostanecki,,Freie Strasse,3,Direktor,Chemisches Laboratorium - Organische Abteilung,Prof. Dr.,
Tambor,Jos.,Freie Strasse,3,Assistent,Chemisches Laboratorium - Organische Abteilung,Dr.,
Greuter,Johann,Freie Strasse,3,Abwart,Chemisches Laboratorium - Organische Abteilung,Hr.,
Studer,Th.,Aeuss. Bollwerk,10,Direktor,Zoologisches Institut,Prof. Dr.,"Siehe auch: Stadt, naturhistor. Museum"
Hänni,,Aeuss. Bollwerk,10,Abwartin,Zoologisches Institut,Frau,
Baltzer,A.,Aeuss. Bollwerk,10,Direktor,Mineralogisch-geologisches Institut,Prof. Dr.,
Hänni,Rud.,Aeuss. Bollwerk,10,Abwart,Mineralogisch-geologisches Institut,Hr.,
